unitid,year,applied,admitted,enrolled,est_fte,grad_rate_150,inst_name,acceptance_rate,yield_rate,is_bowdoin
110361,2007,2028.0,1427.0,569.0,2826.0,49.0,CALIFORNIA BAPTIST UNIVERSITY,70.36489151873766,39.87386124737211,False
110413,2007,2445.0,1656.0,424.0,2048.0,74.9,CALIFORNIA LUTHERAN UNIVERSITY,67.73006134969324,25.60386473429952,False
111948,2007,4859.0,2399.0,937.0,4312.0,69.0,CHAPMAN UNIVERSITY,49.37229882691912,39.057940808670274,False
113698,2007,2749.0,1422.0,264.0,1334.0,49.0,DOMINICAN UNIVERSITY OF CALIFORNIA,51.72790105492906,18.565400843881857,False
114813,2007,609.0,414.0,186.0,1579.0,60.7,FRESNO PACIFIC UNIVERSITY,67.98029556650246,44.927536231884055,False
115728,2007,717.0,195.0,195.0,607.0,20.9,HOLY NAMES COLLEGE,27.19665271966527,100.0,False
116712,2007,,,,178.0,,JOHN F KENNEDY UNIVERSITY,,,False
117627,2007,1307.0,593.0,337.0,1379.0,29.7,LA SIERRA UNIVERSITY,45.37107880642694,56.82967959527825,False
117946,2007,8533.0,4456.0,1268.0,5713.0,81.3,LOYOLA MARYMOUNT UNIVERSITY,52.22078987460448,28.45601436265709,False
119058,2007,,,,11.0,,MONTEREY INSTITUTE OF INTERNATIONAL STUDIES,,,False
119173,2007,1098.0,924.0,348.0,1631.0,60.2,MOUNT ST MARY'S COLLEGE,84.15300546448088,37.66233766233766,False
119605,2007,,,,5606.0,54.1,NATIONAL UNIVERSITY,,,False
120184,2007,503.0,498.0,96.0,644.0,61.4,NOTRE DAME DE NAMUR UNIVERSITY,99.00596421471172,19.27710843373494,False
120537,2007,413.0,292.0,172.0,614.0,54.0,HOPE INTERNATIONAL UNIVERSITY,70.70217917675545,58.9041095890411,False
121691,2007,3607.0,2270.0,605.0,2625.0,77.9,UNIVERSITY OF REDLANDS,62.93318547269199,26.651982378854626,False
122931,2007,8670.0,5762.0,1339.0,5718.0,85.0,SANTA CLARA UNIVERSITY,66.45905420991926,23.238458868448454,False
123554,2007,3929.0,3231.0,611.0,2437.0,65.0,SAINT MARYS COLLEGE OF CALIFORNIA,82.23466530923899,18.910554008047047,False
126669,2007,1145.0,910.0,327.0,1842.0,28.1,COLORADO CHRISTIAN UNIVERSITY,79.47598253275109,35.934065934065934,False
127918,2007,32020.0,7222.0,547.0,4122.0,68.2,REGIS UNIVERSITY,22.554653341661464,7.574079202436998,False
129242,2007,8557.0,4686.0,812.0,4140.0,82.6,FAIRFIELD UNIVERSITY,54.76218300806357,17.328211694408875,False
129941,2007,3153.0,2315.0,706.0,2859.0,52.5,UNIVERSITY OF NEW HAVEN,73.4221376466857,30.49676025917927,False
130226,2007,12060.0,5681.0,1358.0,5777.0,76.1,QUINNIPIAC UNIVERSITY,47.106135986733,23.904242210878365,False
130253,2007,6217.0,3878.0,931.0,3850.0,64.1,SACRED HEART UNIVERSITY,62.377352420781726,24.0072202166065,False
130314,2007,,,,831.0,47.3,SAINT JOSEPH COLLEGE,,,False
131450,2007,386.0,267.0,176.0,996.0,28.7,GALLAUDET UNIVERSITY,69.17098445595855,65.91760299625467,False
131788,2007,,,,375.0,100.0,SOUTHEASTERN UNIVERSITY,,,False
131876,2007,800.0,600.0,260.0,775.0,39.7,TRINITY COLLEGE,75.0,43.333333333333336,False
132471,2007,3623.0,1944.0,385.0,4740.0,44.7,BARRY UNIVERSITY,53.65719017388905,19.804526748971192,False
132657,2007,2647.0,1792.0,522.0,2081.0,37.8,LYNN UNIVERSITY,67.69928220627125,29.129464285714285,False
133553,2007,3878.0,3037.0,1821.0,4558.0,68.9,EMBRY RIDDLE AERONAUTICAL UNIVERSITY-DAYTONA BEACH,78.31356369262507,59.96048732301613,False
134945,2007,0.0,0.0,859.0,2778.0,37.0,JACKSONVILLE UNIVERSITY,,,False
136330,2007,2385.0,967.0,453.0,2376.0,57.4,PALM BEACH ATLANTIC COLLEGE-WEST PALM BEACH,40.54507337526205,46.845915201654606,False
136950,2007,2998.0,1658.0,501.0,2600.0,70.7,ROLLINS COLLEGE,55.3035356904603,30.217129071170085,False
137476,2007,601.0,544.0,248.0,1348.0,43.2,SAINT THOMAS UNIVERSITY,90.51580698835274,45.588235294117645,False
137546,2007,2948.0,1897.0,558.0,2145.0,70.2,STETSON UNIVERSITY,64.34871099050203,29.4148655772272,False
139199,2007,2692.0,1077.0,223.0,1708.0,52.6,BRENAU UNIVERSITY,40.007429420505204,20.705663881151345,False
140447,2007,4588.0,2748.0,583.0,4026.0,61.2,MERCER UNIVERSITY,59.895379250217964,21.21542940320233,False
141486,2007,784.0,735.0,243.0,1267.0,25.3,CHAMINADE UNIVERSITY OF HONOLULU,93.75,33.06122448979592,False
141644,2007,2991.0,2406.0,698.0,5680.0,43.0,HAWAII PACIFIC UNIVERSITY,80.44132397191575,29.010806317539483,False
143118,2007,1420.0,1043.0,342.0,1942.0,47.8,AURORA UNIVERSITY,73.45070422535211,32.79002876318312,False
143358,2007,5720.0,3844.0,1080.0,5059.0,80.3,BRADLEY UNIVERSITY,67.2027972027972,28.09573361082206,False
144281,2007,,,,10509.0,36.9,COLUMBIA COLLEGE CHICAGO,,,False
144351,2007,1164.0,691.0,230.0,971.0,53.2,CONCORDIA UNIVERSITY,59.36426116838488,33.28509406657019,False
145619,2007,1449.0,1150.0,403.0,3857.0,67.9,BENEDICTINE UNIVERSITY,79.36507936507937,35.04347826086956,False
146612,2007,2654.0,1795.0,636.0,3514.0,59.6,LEWIS UNIVERSITY,67.63376036171816,35.43175487465181,False
147660,2007,2234.0,1552.0,422.0,2140.0,70.2,NORTH CENTRAL COLLEGE,69.4717994628469,27.190721649484534,False
147679,2007,1452.0,983.0,373.0,2068.0,62.6,NORTH PARK UNIVERSITY,67.69972451790633,37.945066124109864,False
147828,2007,2454.0,1964.0,712.0,3124.0,61.9,OLIVET NAZARENE UNIVERSITY,80.03259983700082,36.252545824847246,False
148405,2007,,,,810.0,40.7,ROCKFORD COLLEGE,,,False
148487,2007,1878.0,923.0,337.0,3004.0,39.3,ROOSEVELT UNIVERSITY,49.14802981895633,36.51137594799567,False
148496,2007,1457.0,1077.0,368.0,1491.0,76.4,DOMINICAN UNIVERSITY,73.91901166781058,34.16898792943361,False
148584,2007,766.0,509.0,198.0,1531.0,55.8,UNIVERSITY OF ST FRANCIS,66.4490861618799,38.89980353634578,False
148627,2007,2297.0,1759.0,515.0,2838.0,53.8,SAINT XAVIER UNIVERSITY,76.57814540705267,29.277998862990334,False
150163,2007,5265.0,3987.0,988.0,4200.0,75.8,BUTLER UNIVERSITY,75.72649572649573,24.78053674441936,False
150534,2007,2863.0,2537.0,652.0,2641.0,67.2,UNIVERSITY OF EVANSVILLE,88.61334264757248,25.699645250295628,False
151263,2007,3368.0,2611.0,744.0,3291.0,58.5,UNIVERSITY OF INDIANAPOLIS,77.52375296912113,28.494829567215625,False
151801,2007,3193.0,2677.0,1460.0,9665.0,69.9,INDIANA WESLEYAN UNIVERSITY,83.83964923269652,54.53866268210683,False
152336,2007,1125.0,623.0,358.0,1531.0,48.7,UNIVERSITY OF SAINT FRANCIS,55.37777777777778,57.46388443017657,False
152600,2007,3475.0,3134.0,715.0,2913.0,78.4,VALPARAISO UNIVERSITY,90.18705035971223,22.814294830887043,False
153269,2007,4712.0,3692.0,924.0,3161.0,71.7,DRAKE UNIVERSITY,78.35314091680814,25.02708559046587,False
153861,2007,,,,311.0,47.4,MAHARISHI UNIVERSITY OF MANAGEMENT,,,False
154235,2007,2145.0,1491.0,510.0,2620.0,58.5,SAINT AMBROSE UNIVERSITY,69.51048951048952,34.205231388329985,False
154688,2007,1133.0,697.0,236.0,1780.0,62.0,BAKER UNIVERSITY COLLEGE OF ARTS AND SCIENCES,61.51809355692851,33.85939741750359,False
155089,2007,835.0,670.0,157.0,1984.0,50.4,FRIENDS UNIVERSITY,80.23952095808383,23.432835820895523,False
155812,2007,442.0,271.0,66.0,534.0,54.3,SAINT MARY COLLEGE,61.31221719457014,24.354243542435423,False
156286,2007,3481.0,2187.0,569.0,2194.0,65.9,BELLARMINE UNIVERSITY,62.82677391554151,26.017375400091446,False
157757,2007,568.0,248.0,130.0,829.0,37.3,SPALDING UNIVERSITY,43.66197183098591,52.41935483870967,False
158477,2007,0.0,0.0,199.0,857.0,63.2,CENTENARY COLLEGE OF LOUISIANA,,,False
159656,2007,2980.0,1832.0,503.0,2653.0,62.5,LOYOLA UNIVERSITY NEW ORLEANS,61.4765100671141,27.456331877729255,False
160904,2007,3074.0,1821.0,664.0,2330.0,44.4,XAVIER UNIVERSITY OF LOUISIANA,59.2387768379961,36.46348160351455,False
162760,2007,1718.0,1218.0,295.0,1302.0,65.7,HOOD COLLEGE,70.89639115250291,24.220032840722496,False
163046,2007,8594.0,5138.0,983.0,3621.0,86.3,LOYOLA COLLEGE,59.785897137537816,19.131957960295836,False
163462,2007,2680.0,2070.0,449.0,1648.0,65.9,MOUNT SAINT MARYS COLLEGE,77.23880597014924,21.690821256038646,False
163578,2007,552.0,326.0,107.0,1066.0,61.8,COLLEGE OF NOTRE DAME OF MARYLAND,59.05797101449275,32.82208588957055,False
164447,2007,1585.0,1270.0,370.0,1392.0,43.6,AMERICAN INTERNATIONAL COLLEGE,80.12618296529969,29.133858267716533,False
164492,2007,876.0,778.0,264.0,839.0,61.1,ANNA MARIA COLLEGE,88.81278538812786,33.933161953727506,False
164562,2007,3899.0,2625.0,598.0,2267.0,75.6,ASSUMPTION COLLEGE,67.3249551166966,22.78095238095238,False
164739,2007,6689.0,2531.0,934.0,3955.0,84.3,BENTLEY COLLEGE,37.838241889669604,36.90241011457921,False
165662,2007,4940.0,2221.0,843.0,3356.0,73.7,EMERSON COLLEGE,44.959514170040485,37.95587573165241,False
165671,2007,4369.0,2597.0,584.0,2127.0,62.0,EMMANUEL COLLEGE,59.44151979858091,22.48748556026184,False
166452,2007,2134.0,1357.0,353.0,1367.0,48.3,LESLEY UNIVERSITY,63.58950328022493,26.013264554163595,False
167783,2007,2937.0,1686.0,479.0,2125.0,72.9,SIMMONS COLLEGE,57.40551583248212,28.410438908659547,False
167899,2007,2321.0,1456.0,552.0,3403.0,74.3,SPRINGFIELD COLLEGE,62.73158121499354,37.91208791208791,False
168005,2007,8045.0,6404.0,1328.0,5128.0,59.5,SUFFOLK UNIVERSITY,79.6022374145432,20.737039350405997,False
168254,2007,4534.0,3318.0,728.0,2667.0,60.8,WESTERN NEW ENGLAND COLLEGE,73.18041464490516,21.940928270042196,False
168290,2007,1144.0,719.0,224.0,838.0,59.5,WHEELOCK COLLEGE,62.849650349650354,31.154381084840054,False
169716,2007,2686.0,1689.0,530.0,2812.0,57.9,UNIVERSITY OF DETROIT MERCY,62.88160833953834,31.379514505624627,False
170675,2007,1420.0,938.0,328.0,2173.0,46.7,LAWRENCE TECHNOLOGICAL UNIVERSITY,66.05633802816901,34.9680170575693,False
170806,2007,642.0,478.0,189.0,2388.0,45.3,MADONNA UNIVERSITY,74.45482866043614,39.53974895397489,False
170842,2007,802.0,353.0,127.0,595.0,13.2,MARYGROVE COLLEGE,44.01496259351621,35.977337110481585,False
172264,2007,749.0,544.0,173.0,1091.0,36.4,SIENA HEIGHTS UNIVERSITY,72.63017356475301,31.801470588235293,False
173160,2007,1648.0,1452.0,757.0,3313.0,77.3,BETHEL COLLEGE,88.10679611650485,52.13498622589532,False
173665,2007,2018.0,1570.0,458.0,2274.0,70.5,HAMLINE UNIVERSITY,77.7998017839445,29.17197452229299,False
174817,2007,1410.0,1169.0,397.0,1923.0,62.4,SAINT MARY'S UNIVERSITY OF MINNESOTA,82.90780141843972,33.9606501283148,False
174899,2007,1521.0,1334.0,496.0,2761.0,69.2,THE COLLEGE OF SAINT SCHOLASTICA,87.70545693622617,37.181409295352324,False
175005,2007,1907.0,1491.0,436.0,3049.0,52.8,COLLEGE OF ST CATHERINE,78.18563188253802,29.242119382964454,False
176053,2007,1642.0,1064.0,542.0,2774.0,64.4,MISSISSIPPI COLLEGE,64.79902557856273,50.93984962406015,False
176479,2007,426.0,376.0,161.0,2011.0,42.7,WILLIAM CAREY COLLEGE,88.26291079812206,42.819148936170215,False
176628,2007,731.0,378.0,122.0,1041.0,54.3,AVILA COLLEGE,51.70998632010944,32.27513227513227,False
177418,2007,600.0,452.0,191.0,1791.0,58.2,FONTBONNE UNIVERSITY,75.33333333333333,42.256637168141594,False
177968,2007,2584.0,1511.0,903.0,5812.0,48.1,LINDENWOOD UNIVERSITY,58.475232198142415,59.76174718729318,False
178059,2007,1243.0,843.0,303.0,2395.0,55.2,MARYVILLE UNIVERSITY OF SAINT LOUIS,67.8197908286404,35.94306049822064,False
178721,2007,523.0,383.0,175.0,9428.0,50.6,PARK UNIVERSITY,73.23135755258127,45.69190600522193,False
179043,2007,1833.0,1388.0,369.0,1740.0,63.2,ROCKHURST UNIVERSITY,75.72285870158211,26.585014409221902,False
179894,2007,1677.0,934.0,498.0,3338.0,63.7,WEBSTER UNIVERSITY,55.694692903995225,53.319057815845824,False
179964,2007,584.0,505.0,186.0,844.0,47.9,WILLIAM WOODS UNIVERSITY,86.47260273972603,36.83168316831683,False
180814,2007,,,,5121.0,10.3,BELLEVUE UNIVERSITY,,,False
181002,2007,4274.0,3476.0,950.0,4344.0,78.3,CREIGHTON UNIVERSITY,81.32896583996256,27.330264672036826,False
183211,2007,838.0,704.0,217.0,1221.0,61.2,RIVIER COLLEGE,84.00954653937947,30.823863636363637,False
184603,2007,3019.0,1481.0,454.0,3322.0,42.7,FAIRLEIGH DICKINSON UNIVERSITY-ALL CAMPUSES,49.055978800927456,30.65496286293045,False
184773,2007,625.0,471.0,226.0,1619.0,63.8,GEORGIAN COURT COLLEGE,75.36,47.983014861995755,False
185572,2007,6990.0,4015.0,946.0,4740.0,63.7,MONMOUTH UNIVERSITY,57.43919885550787,23.56164383561644,False
186283,2007,6213.0,4672.0,993.0,4410.0,59.4,RIDER UNIVERSITY,75.19716723000161,21.25428082191781,False
186432,2007,5505.0,2951.0,544.0,2247.0,52.9,SAINT PETERS COLLEGE,53.605812897366036,18.434429007116233,False
188641,2007,2355.0,1736.0,518.0,2030.0,70.0,ALFRED UNIVERSITY,73.71549893842887,29.838709677419356,False
189705,2007,3762.0,2882.0,755.0,3381.0,69.9,CANISIUS COLLEGE,76.60818713450293,26.197085357390705,False
190770,2007,2624.0,1982.0,508.0,2495.0,44.6,DOWLING COLLEGE,75.53353658536585,25.630676084762865,False
191931,2007,6017.0,3550.0,908.0,3460.0,68.9,IONA COLLEGE,58.999501412664124,25.577464788732396,False
191968,2007,12503.0,8326.0,1798.0,6359.0,77.1,ITHACA COLLEGE,66.59201791570023,21.595003603170788,False
192439,2007,5830.0,3258.0,1137.0,3827.0,18.9,LONG ISLAND UNIVERSITY-BROOKLYN CAMPUS,55.88336192109777,34.898710865561696,False
192448,2007,5611.0,1235.0,1044.0,4954.0,44.6,LONG ISLAND UNIVERSITY-C W POST CAMPUS,22.010336838353233,84.53441295546558,False
192703,2007,5166.0,2823.0,712.0,2886.0,73.6,MANHATTAN COLLEGE,54.645760743321716,25.221395678356355,False
192749,2007,3927.0,1951.0,535.0,1890.0,64.8,MANHATTANVILLE COLLEGE,49.681690858161446,27.4218349564326,False
192819,2007,8328.0,3488.0,1019.0,4786.0,81.6,MARIST COLLEGE,41.88280499519693,29.214449541284402,False
193016,2007,2633.0,1046.0,659.0,4157.0,27.5,MERCY COLLEGE-MAIN CAMPUS,39.7265476642613,63.0019120458891,False
193353,2007,1600.0,1231.0,366.0,1838.0,56.3,MOUNT SAINT MARY COLLEGE,76.9375,29.731925264012997,False
193584,2007,2075.0,1545.0,458.0,1971.0,72.3,NAZARETH COLLEGE OF ROCHESTER,74.4578313253012,29.644012944983817,False
193645,2007,2450.0,1542.0,1025.0,4383.0,36.4,THE COLLEGE OF NEW ROCHELLE,62.93877551020408,66.47211413748379,False
193973,2007,3078.0,2358.0,739.0,3135.0,65.5,NIAGARA UNIVERSITY,76.60818713450293,31.3401187446989,False
194091,2007,2420.0,1835.0,696.0,4739.0,49.2,NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,75.82644628099173,37.9291553133515,False
194107,2007,1539.0,981.0,350.0,1542.0,39.6,NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,63.74269005847953,35.67787971457696,False
194958,2007,1588.0,962.0,255.0,1224.0,64.3,ROBERTS WESLEYAN COLLEGE,60.579345088161205,26.507276507276504,False
195003,2007,11012.0,7112.0,2503.0,10365.0,68.4,ROCHESTER INSTITUTE OF TECHNOLOGY,64.58409008354522,35.19403824521935,False
195137,2007,322.0,215.0,80.0,718.0,32.9,THE SAGE COLLEGES-ALBANY CAMPUS,66.77018633540372,37.2093023255814,False
195164,2007,1760.0,1479.0,527.0,1935.0,71.9,SAINT BONAVENTURE UNIVERSITY,84.0340909090909,35.63218390804598,False
195234,2007,3842.0,2558.0,624.0,2645.0,75.7,THE COLLEGE OF SAINT ROSE,66.57990629880271,24.39405785770133,False
196592,2007,6248.0,3568.0,2211.0,7863.0,28.9,TOURO COLLEGE,57.10627400768246,61.96748878923767,False
197197,2007,2842.0,1716.0,524.0,1931.0,74.2,WAGNER COLLEGE,60.38001407459536,30.536130536130536,False
198136,2007,,,,4247.0,52.0,CAMPBELL UNIVERSITY INC,,,False
198516,2007,9379.0,3869.0,1286.0,5729.0,77.4,ELON UNIVERSITY,41.25173259409319,33.23856293615922,False
198561,2007,1974.0,1384.0,420.0,2643.0,53.9,GARDNER-WEBB UNIVERSITY,70.11144883485308,30.346820809248555,False
198950,2007,1377.0,1056.0,464.0,1964.0,66.3,MEREDITH COLLEGE,76.68845315904139,43.93939393939394,False
200217,2007,1008.0,855.0,353.0,1950.0,64.6,UNIVERSITY OF MARY,84.82142857142857,41.28654970760234,False
201104,2007,2977.0,2462.0,648.0,2706.0,65.4,ASHLAND UNIVERSITY,82.700705408129,26.320064987814785,False
201195,2007,3126.0,2058.0,740.0,3254.0,76.6,BALDWIN-WALLACE COLLEGE,65.83493282149712,35.95724003887269,False
202763,2007,2948.0,1998.0,719.0,3425.0,56.7,THE UNIVERSITY OF FINDLAY,67.77476255088195,35.985985985985984,False
203085,2007,1859.0,1365.0,370.0,1228.0,56.9,HEIDELBERG COLLEGE,73.42657342657343,27.106227106227106,False
203368,2007,3309.0,2830.0,720.0,3036.0,81.4,JOHN CARROLL UNIVERSITY,85.52432759141735,25.4416961130742,False
203775,2007,1484.0,1127.0,392.0,1915.0,53.9,MALONE COLLEGE,75.94339622641509,34.78260869565217,False
205957,2007,1273.0,1027.0,441.0,2095.0,70.0,FRANCISCAN UNIVERSITY OF STEUBENVILLE,80.67556952081696,42.94060370009737,False
206349,2007,436.0,287.0,113.0,943.0,48.4,URSULINE COLLEGE,65.82568807339449,39.37282229965157,False
206437,2007,1313.0,1035.0,453.0,1968.0,58.3,WALSH UNIVERSITY,78.82711348057883,43.768115942028984,False
206622,2007,5649.0,4147.0,858.0,3959.0,79.0,XAVIER UNIVERSITY,73.41122322534962,20.689655172413794,False
206862,2007,,,,1740.0,62.9,SOUTHERN NAZARENE UNIVERSITY,,,False
207458,2007,1047.0,892.0,399.0,2014.0,56.8,OKLAHOMA CITY UNIVERSITY,85.19579751671442,44.73094170403588,False
207582,2007,1201.0,904.0,604.0,2826.0,53.4,ORAL ROBERTS UNIVERSITY,75.27060782681099,66.8141592920354,False
208822,2007,1264.0,1049.0,436.0,1886.0,62.7,GEORGE FOX UNIVERSITY,82.99050632911393,41.56339370829361,False
209108,2007,,,,532.0,50.0,MARYLHURST UNIVERSITY,,,False
209612,2007,1258.0,1050.0,373.0,1381.0,68.7,PACIFIC UNIVERSITY,83.46581875993641,35.523809523809526,False
209825,2007,7139.0,4195.0,805.0,3219.0,73.6,UNIVERSITY OF PORTLAND,58.76173133492085,19.189511323003575,False
210739,2007,1797.0,1387.0,395.0,2112.0,70.6,DESALES UNIVERSITY,77.18419588202559,28.478731074260992,False
211088,2007,4920.0,3164.0,480.0,1986.0,66.9,ARCADIA UNIVERSITY,64.3089430894309,15.170670037926676,False
211431,2007,1101.0,661.0,218.0,1317.0,48.1,CARLOW COLLEGE,60.03633060853769,32.9803328290469,False
211583,2007,1614.0,1195.0,235.0,1167.0,38.5,CHESTNUT HILL COLLEGE,74.03965303593556,19.665271966527197,False
212133,2007,1343.0,1068.0,419.0,2361.0,59.7,EASTERN UNIVERSITY,79.5234549516009,39.232209737827716,False
212601,2007,2909.0,2423.0,617.0,2548.0,70.4,GANNON UNIVERSITY,83.29322791337229,25.464300453982663,False
212984,2007,1097.0,694.0,298.0,1862.0,60.8,HOLY FAMILY COLLEGE,63.263445761166814,42.93948126801153,False
213011,2007,1328.0,1041.0,286.0,2257.0,47.3,IMMACULATA COLLEGE,78.38855421686746,27.473583093179638,False
213358,2007,944.0,685.0,295.0,1273.0,66.9,LA ROCHE COLLEGE,72.5635593220339,43.06569343065693,False
213367,2007,5206.0,3572.0,839.0,3786.0,70.6,LA SALLE UNIVERSITY,68.61313868613139,23.488241881298993,False
213826,2007,1756.0,1289.0,393.0,1947.0,71.8,MARYWOOD UNIVERSITY,73.40546697038725,30.48875096974399,False
214069,2007,1289.0,949.0,364.0,1918.0,67.8,COLLEGE MISERICORDIA,73.62296353762606,38.35616438356164,False
215099,2007,4015.0,2574.0,744.0,2771.0,57.9,PHILADELPHIA UNIVERSITY,64.10958904109589,28.904428904428904,False
215655,2007,2938.0,2223.0,667.0,3679.0,57.4,ROBERT MORRIS COLLEGE,75.66371681415929,30.004498425551056,False
215743,2007,1342.0,1146.0,412.0,1601.0,61.0,SAINT FRANCIS UNIVERSITY,85.39493293591654,35.95113438045375,False
215770,2007,8779.0,5407.0,1090.0,4414.0,81.0,SAINT JOSEPHS UNIVERSITY,61.59015833238409,20.159053079341593,False
215929,2007,7609.0,5033.0,1030.0,4323.0,84.0,UNIVERSITY OF SCRANTON,66.14535418583257,20.464931452414067,False
216597,2007,13760.0,5718.0,1604.0,9551.0,89.7,VILLANOVA UNIVERSITY,41.55523255813954,28.051766351871283,False
216931,2007,2988.0,2181.0,580.0,2361.0,60.7,WILKES UNIVERSITY,72.99196787148594,26.593305823016966,False
217165,2007,5656.0,2476.0,857.0,3335.0,74.1,BRYANT COLLEGE,43.77652050919378,34.61227786752828,False
217235,2007,13617.0,9853.0,2259.0,9207.0,58.3,JOHNSON & WALES UNIVERSITY,72.35808180950283,22.927027301329545,False
217402,2007,9802.0,4064.0,989.0,4225.0,86.1,PROVIDENCE COLLEGE,41.460926341562946,24.335629921259844,False
217536,2007,5801.0,3107.0,561.0,2210.0,69.6,SALVE REGINA UNIVERSITY,53.559731080848124,18.056002574831027,False
217688,2007,2946.0,1978.0,686.0,2660.0,49.7,CHARLESTON SOUTHERN UNIVERSITY,67.14188730482009,34.681496461071795,False
217961,2007,1299.0,743.0,150.0,760.0,55.7,CONVERSE COLLEGE,57.19784449576597,20.188425302826378,False
219709,2007,2760.0,1712.0,804.0,3793.0,68.4,BELMONT UNIVERSITY,62.02898550724638,46.96261682242991,False
219806,2007,3298.0,2037.0,438.0,1870.0,60.5,CARSON-NEWMAN COLLEGE,61.76470588235294,21.502209131075112,False
220215,2007,1326.0,727.0,386.0,1477.0,56.3,FREED-HARDEMAN UNIVERSITY,54.826546003016595,53.0949105914718,False
220631,2007,1168.0,744.0,249.0,907.0,42.2,LINCOLN MEMORIAL UNIVERSITY,63.6986301369863,33.46774193548387,False
221892,2007,803.0,556.0,248.0,1219.0,48.5,TREVECCA NAZARENE UNIVERSITY,69.24034869240349,44.60431654676259,False
222178,2007,3900.0,1840.0,892.0,3855.0,63.8,ABILENE CHRISTIAN UNIVERSITY,47.179487179487175,48.47826086956522,False
224226,2007,1202.0,629.0,329.0,2919.0,48.8,DALLAS BAPTIST UNIVERSITY,52.32945091514143,52.30524642289348,False
225247,2007,1757.0,635.0,465.0,1761.0,56.9,HARDIN-SIMMONS UNIVERSITY,36.141149686966415,73.22834645669292,False
225399,2007,4005.0,1911.0,456.0,1912.0,47.1,HOUSTON BAPTIST UNIVERSITY,47.71535580524345,23.861852433281005,False
225627,2007,1982.0,1589.0,718.0,4393.0,43.9,UNIVERSITY OF THE INCARNATE WORD,80.17154389505549,45.185651353052236,False
226471,2007,0.0,0.0,482.0,2171.0,49.3,UNIVERSITY OF MARY HARDIN-BAYLOR,,,False
227331,2007,2572.0,1264.0,285.0,1322.0,36.9,OUR LADY OF THE LAKE UNIVERSITY-SAN ANTONIO,49.14463452566096,22.547468354430382,False
227863,2007,861.0,720.0,294.0,1466.0,51.1,UNIVERSITY OF ST THOMAS,83.62369337979094,40.833333333333336,False
228149,2007,2400.0,1488.0,566.0,2298.0,62.5,ST MARYS UNIVERSITY,62.0,38.03763440860215,False
229267,2007,4511.0,2324.0,631.0,2439.0,85.0,TRINITY UNIVERSITY,51.51851030813567,27.15146299483649,False
229780,2007,334.0,334.0,252.0,3842.0,45.2,WAYLAND BAPTIST UNIVERSITY,100.0,75.44910179640718,False
230807,2007,1146.0,987.0,452.0,1945.0,53.9,WESTMINSTER COLLEGE,86.12565445026178,45.79533941236069,False
230889,2007,9.0,9.0,8.0,207.0,100.0,GODDARD COLLEGE,100.0,88.88888888888889,False
230995,2007,2662.0,1678.0,585.0,2114.0,57.5,NORWICH UNIVERSITY,63.03531179564238,34.86293206197855,False
231059,2007,3504.0,2423.0,532.0,2085.0,80.7,SAINT MICHAELS COLLEGE,69.14954337899543,21.956252579446968,False
231420,2007,1174.0,1053.0,238.0,738.0,48.9,AVERETT UNIVERSITY,89.69335604770016,22.602089268755936,False
231651,2007,175.0,105.0,55.0,830.0,,REGENT UNIVERSITY,60.0,52.38095238095239,False
232265,2007,,,,5219.0,57.6,HAMPTON UNIVERSITY,,,False
232557,2007,9005.0,8673.0,2926.0,22892.0,49.4,LIBERTY UNIVERSITY,96.31315935591338,33.736884584342214,False
232609,2007,4120.0,2868.0,602.0,2070.0,64.2,LYNCHBURG COLLEGE,69.6116504854369,20.99023709902371,False
232706,2007,1904.0,1541.0,400.0,2163.0,52.5,MARYMOUNT UNIVERSITY,80.93487394957984,25.957170668397143,False
233541,2007,1270.0,1121.0,398.0,1592.0,54.6,SHENANDOAH UNIVERSITY,88.26771653543307,35.504014272970565,False
234915,2007,,,,2106.0,42.9,CITY UNIVERSITY,,,False
235316,2007,4965.0,3331.0,977.0,4803.0,81.8,GONZAGA UNIVERSITY,67.08962739174218,29.330531371960372,False
235422,2007,,,,740.0,22.0,HERITAGE COLLEGE,,,False
236230,2007,2236.0,1707.0,715.0,3393.0,72.0,PACIFIC LUTHERAN UNIVERSITY,76.34168157423971,41.886350322202695,False
236452,2007,910.0,618.0,246.0,1303.0,62.3,SAINT MARTINS COLLEGE,67.91208791208791,39.80582524271845,False
236577,2007,2171.0,1753.0,716.0,3104.0,64.3,SEATTLE PACIFIC UNIVERSITY,80.74619990787656,40.844266970907015,False
236595,2007,4918.0,3131.0,768.0,3910.0,71.8,SEATTLE UNIVERSITY,63.66409109394062,24.52890450335356,False
236896,2007,903.0,830.0,348.0,1555.0,48.8,WALLA WALLA COLLEGE,91.9158361018826,41.9277108433735,False
237066,2007,5061.0,2490.0,533.0,2350.0,83.2,WHITWORTH COLLEGE,49.19976289270895,21.40562248995984,False
238078,2007,1370.0,950.0,240.0,1060.0,65.0,WHEELING JESUIT UNIVERSITY,69.34306569343066,25.263157894736842,False
238430,2007,734.0,681.0,195.0,2892.0,65.2,CARDINAL STRITCH UNIVERSITY,92.77929155313352,28.634361233480178,False
